regulator_name,regulator_id,database1,ID1,location1,element_type1,cell_type1,level1,regulated_name,regulated_id,database2,ID2,location2,element_type2,cell_type2,level2,interaction,score,kindscore,matchlevel,epistemicvalue,file_numbers,number,Regulator Variable Name,Regulated Variable Name,PaperID,,
p53,uniprot_P04637,uniprot,P04637,,protein,,,IFNA1,uniprot_P01562,uniprot,P01562,,protein,,,increases,,,,,,,,,PMC3762865,positive-activation,
DNA_damage,mesh_D004249,mesh,D004249,,bioprocess,,,etoposide,pubchem_36462,pubchem,36462,,simple-chemical,,,increases,,,,,,,,,PMC3762865,positive-activation,
p53,uniprot_P04637,uniprot,P04637,,protein,,,etoposide,pubchem_36462,pubchem,36462,,simple-chemical,,,increases,,,,,,,,,PMC3762865,positive-activation,
cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,FAS,uniprot_P25445,uniprot,P25445,,protein,,,increases,,,,,,,,,PMC3762865,positive-activation,
cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,p53AIP1,uniprot_Q9HCN2,uniprot,Q9HCN2,,protein,,,increases,,,,,,,,,PMC3762865,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,FGF2,uniprot_P09038,uniprot,P09038,,protein,,,decreases,,,,,,,,,PMC3762865,FGF2 that can both inhibit and activate apoptosis,negative-activation
p53,uniprot_P04637,uniprot,P04637,,protein,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,increases,,,,,,,,,PMC3762865,positive-activation,
IGFR1,uniprot_P12314,uniprot,P12314,,protein,,,p53,uniprot_P04637,uniprot,P04637,,protein,,,decreases,,,,,,,,,PMC3762865,p53 upregulates the IGFR1,negative-activation
p53,uniprot_P04637,uniprot,P04637,,protein,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,increases,,,,,,,,,PMC3762865,positive-activation,
CDC25A,uniprot_P30304,uniprot,P30304,,protein,,,CHEK1,uniprot_O14757,uniprot,O14757,,protein,,,decreases,,,,,,,,,PMC3762865,CHEK1 inhibits CDC25A,negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,JAK,uaz_UA-BP-GGP-00072,uaz,UA-BP-GGP-00072,,protein,,,increases,,,,,,,,,PMC5722580,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,Hsp90,pfam_PF00183,pfam,PF00183,,family,,,increases,,,,,,,,,PMC5722580,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,CDK_inhibitors,uaz_UAZ08028,uaz,UAZ08028,,simple-chemical,,,increases,,,,,,,,,PMC5722580,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,mTOR,uniprot_P42345,uniprot,P42345,,protein,,,increases,,,,,,,,,PMC5722580,positive-activation,
luciferase,uniprot_P08659,uniprot,P08659,,protein,,,IL6,uniprot_P05231,uniprot,P05231,,protein,,,increases,,,,,,,,,PMC5722580,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,IL6,uniprot_P05231,uniprot,P05231,,protein,,,increases,,,,,,,,,PMC5722580,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,BMS754807,pubchem_24785538,pubchem,24785538,,simple-chemical,,,increases,,,,,,,,,PMC5722580,positive-activation,
insulinlike_growth_factor_1_receptor,uniprot_P08069,uniprot,P08069,,protein,,,BMS754807,pubchem_24785538,pubchem,24785538,,simple-chemical,,,increases,,,,,,,,,PMC5722580,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,insulinlike_growth_factor_1,uaz_UAZ08031,uaz,UAZ08031,,protein,,,decreases,,,,,,,,,PMC5722580,insulin-like growth factor 1 receptor inhibitor BMS-754807 inhibited only mutant STAT3,negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,insulinlike_growth_factor_1_receptor,uniprot_P08069,uniprot,P08069,,protein,,,decreases,,,,,,,,,PMC5722580,insulin-like growth factor 1 receptor inhibitor BMS-754807 inhibited only mutant STAT3,negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,STAT3_inhibitors,uaz_UAZ03772,uaz,UAZ03772,,simple-chemical,,,increases,,,,,,,,,PMC5722580,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,JAK,uaz_UA-BP-GGP-00072,uaz,UA-BP-GGP-00072,,protein,,,increases,,,,,,,,,PMC5722580,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,IL6,uniprot_P05231,uniprot,P05231,,protein,,,increases,,,,,,,,,PMC5722580,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,IL6,uniprot_P05231,uniprot,P05231,,protein,,,increases,,,,,,,,,PMC5722580,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,JAK,uaz_UA-BP-GGP-00072,uaz,UA-BP-GGP-00072,,protein,,,increases,,,,,,,,,PMC5722580,positive-activation,
STAT,uniprot_P35610,uniprot,P35610,,protein,,,IL2,uniprot_P60568,uniprot,P60568,,protein,,,increases,,,,,,,,,PMC5722580,positive-activation,
JAK,uaz_UA-BP-GGP-00072,uaz,UA-BP-GGP-00072,,protein,,,IL2,uniprot_P60568,uniprot,P60568,,protein,,,increases,,,,,,,,,PMC5722580,positive-activation,
STAT3,uaz_UAZ08039,uaz,UAZ08039,,site,,,ruxolitinib,pubchem_25126798,pubchem,25126798,,simple-chemical,,,decreases,,,,,,,,,PMC5722580,"ruxolitinib treatment only partially reduced P-STAT3 levels in STAT3 mutant cells, but completely inhibited P-STAT3",negative-activation
cell_viability,mesh_D002470,mesh,D002470,,bioprocess,,,Hsp90,pfam_PF00183,pfam,PF00183,,family,,,increases,,,,,,,,,PMC5722580,positive-activation,
STAT1,uniprot_P42224,uniprot,P42224,,protein,,,Hsp90_inhibitor,uaz_UAZ03632,uaz,UAZ03632,,simple-chemical,,,increases,,,,,,,,,PMC5722580,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,,,,,,,,,PMC5722580,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,mTOR_inhibitors,uaz_UAZ02042,uaz,UAZ02042,,simple-chemical,,,increases,,,,,,,,,PMC5722580,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,luciferase,uniprot_P08659,uniprot,P08659,,protein,,,increases,,,,,,,,,PMC5722580,positive-activation,
JAK2,uniprot_O60674,uniprot,O60674,,protein,,,erythropoietin,uniprot_P01588,uniprot,P01588,,protein,,,increases,,,,,,,,,PMC6861185,positive-activation,
JAK2,uniprot_O60674,uniprot,O60674,,protein,,,growth_hormone,uniprot_P01241,uniprot,P01241,,protein,,,increases,,,,,,,,,PMC6861185,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,IL2,uniprot_P60568,uniprot,P60568,,protein,,,increases,,,,,,,,,PMC6861185,positive-activation,
JAK2,uniprot_O60674,uniprot,O60674,,protein,,,IL2,uniprot_P60568,uniprot,P60568,,protein,,,increases,,,,,,,,,PMC6861185,positive-activation,
STAT4,uniprot_Q14765,uniprot,Q14765,,protein,,,IL2,uniprot_P60568,uniprot,P60568,,protein,,,increases,,,,,,,,,PMC6861185,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,IL23,uaz_UAZ07174,uaz,UAZ07174,,protein,,,increases,,,,,,,,,PMC6861185,positive-activation,
IL12,be_IL12,be,IL12,,family,,,JAK2,uniprot_O60674,uniprot,O60674,,protein,,,increases,,,,,,,,,PMC6861185,positive-activation,
STAT4,uniprot_Q14765,uniprot,Q14765,,protein,,,IL23,uaz_UAZ07174,uaz,UAZ07174,,protein,,,increases,,,,,,,,,PMC6861185,positive-activation,
IL27,uniprot_Q8NEV9,uniprot,Q8NEV9,,protein,,,IL23,uaz_UAZ07174,uaz,UAZ07174,,protein,,,increases,,,,,,,,,PMC6861185,positive-activation,
STAT4,uniprot_Q14765,uniprot,Q14765,,protein,,,IL12,be_IL12,be,IL12,,family,,,increases,,,,,,,,,PMC6861185,positive-activation,
signal_transduction,go_GO:0007165,go,GO:0007165,,bioprocess,,,JAK2,uniprot_O60674,uniprot,O60674,,protein,,,increases,,,,,,,,,PMC6861185,positive-activation,
metastasis,mesh_D009362,mesh,D009362,,bioprocess,,,JAK2_inhibitor,uaz_UAZ05200,uaz,UAZ05200,,simple-chemical,,,decreases,,,,,,,,,PMC6861185,JAK2 inhibitor-mediated increase of tumor metastasis,negative-activation
transcription,go_GO:0006351,go,GO:0006351,,bioprocess,,,IFNs,uaz_UAZ03976,uaz,UAZ03976,,protein,,,increases,,,,,,,,,PMC6861185,positive-activation,
ISGF3_complex,uaz_UAZ08080,uaz,UAZ08080,,protein,,,IFN,be_Interferon,be,Interferon,,family,,,increases,,,,,,,,,PMC6861185,positive-activation,
ISGF3_complex,uaz_UAZ08080,uaz,UAZ08080,,protein,,,IFN,be_Interferon,be,Interferon,,family,,,increases,,,,,,,,,PMC6861185,positive-activation,
STAT1,uniprot_P42224,uniprot,P42224,,protein,,,IFN,be_Interferon,be,Interferon,,family,,,increases,,,,,,,,,PMC6861185,positive-activation,
STAT1,uniprot_P42224,uniprot,P42224,,protein,,,IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,increases,,,,,,,,,PMC6861185,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,IL27R,uaz_UAZ08052,uaz,UAZ08052,,protein,,,decreases,,,,,,,,,PMC6861185,IL-27R in mice leads to reduced NK cell-mediated IFN-γ,negative-activation
STAT5,be_STAT5,be,STAT5,,family,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,decreases,,,,,,,,,PMC6861185,STAT3 represses STAT5,negative-activation
angiogenesis,go_GO:0001525,go,GO:0001525,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,,,,,,,,,PMC6861185,positive-activation,
M1,pubchem_13019211,pubchem,13019211,,simple-chemical,,,IL12,be_IL12,be,IL12,,family,,,increases,,,,,,,,,PMC6861185,positive-activation,
M1,pubchem_13019211,pubchem,13019211,,simple-chemical,,,STAT4,uniprot_Q14765,uniprot,Q14765,,protein,,,increases,,,,,,,,,PMC6861185,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,STAT4,uniprot_Q14765,uniprot,Q14765,,protein,,,increases,,,,,,,,,PMC6861185,positive-activation,
transcription,go_GO:0006351,go,GO:0006351,,bioprocess,,,VEGFA,uniprot_P15692,uniprot,P15692,,protein,,,decreases,,,,,,,,,PMC6861185,"driving the expression of transcription factors pivotal for NK cell development (ID2, EOMES and T-BET) and regulating the expression of crucial effector molecules (perforin, granzymes and IFN-γ), STAT5 has been reported to suppress the expression of the pro-angiogenic factor VEGF-A",negative-activation
TBET,uniprot_Q9UL17,uniprot,Q9UL17,,protein,,,VEGFA,uniprot_P15692,uniprot,P15692,,protein,,,decreases,,,,,,,,,PMC6861185,"driving the expression of transcription factors pivotal for NK cell development (ID2, EOMES and T-BET) and regulating the expression of crucial effector molecules (perforin, granzymes and IFN-γ), STAT5 has been reported to suppress the expression of the pro-angiogenic factor VEGF-A",negative-activation
EOMES,uniprot_O95936,uniprot,O95936,,protein,,,VEGFA,uniprot_P15692,uniprot,P15692,,protein,,,decreases,,,,,,,,,PMC6861185,"driving the expression of transcription factors pivotal for NK cell development (ID2, EOMES and T-BET) and regulating the expression of crucial effector molecules (perforin, granzymes and IFN-γ), STAT5 has been reported to suppress the expression of the pro-angiogenic factor VEGF-A",negative-activation
ID2,uniprot_Q02363,uniprot,Q02363,,protein,,,VEGFA,uniprot_P15692,uniprot,P15692,,protein,,,decreases,,,,,,,,,PMC6861185,"driving the expression of transcription factors pivotal for NK cell development (ID2, EOMES and T-BET) and regulating the expression of crucial effector molecules (perforin, granzymes and IFN-γ), STAT5 has been reported to suppress the expression of the pro-angiogenic factor VEGF-A",negative-activation
transcription,go_GO:0006351,go,GO:0006351,,bioprocess,,,STAT5,be_STAT5,be,STAT5,,family,,,increases,,,,,,,,,PMC6861185,positive-activation,
STAT6,uniprot_P42226,uniprot,P42226,,protein,,,IL4,uniprot_P05112,uniprot,P05112,,protein,,,increases,,,,,,,,,PMC6861185,positive-activation,
STAT6,uniprot_P42226,uniprot,P42226,,protein,,,IL13,uniprot_P35225,uniprot,P35225,,protein,,,increases,,,,,,,,,PMC6861185,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,IL4,uniprot_P05112,uniprot,P05112,,protein,,,increases,,,,,,,,,PMC6861185,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,IL4,uniprot_P05112,uniprot,P05112,,protein,,,increases,,,,,,,,,PMC6861185,positive-activation,
antiIFN_mAb,uaz_UAZ08072,uaz,UAZ08072,,protein,,,IL5,uniprot_P05113,uniprot,P05113,,protein,,,increases,,,,,,,,,PMC6861185,positive-activation,
JAK,uaz_UA-BP-GGP-00072,uaz,UA-BP-GGP-00072,,protein,,,SOCS6,uniprot_O14512,uniprot,O14512,,protein,,,decreases,,,,,,,,,PMC6861185,SOCS6 negatively regulates JAK,negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,SOCS6,uniprot_O14512,uniprot,O14512,,protein,,,decreases,,,,,,,,,PMC6861185,SOCS6 negatively regulates JAK/STAT3,negative-activation
CIS,uniprot_Q9NSE2,uniprot,Q9NSE2,,protein,,,IL15,uniprot_P40933,uniprot,P40933,,protein,,,increases,,,,,,,,,PMC6861185,positive-activation,
CIS,uniprot_Q9NSE2,uniprot,Q9NSE2,,protein,,,IL2,uniprot_P60568,uniprot,P60568,,protein,,,increases,,,,,,,,,PMC6861185,positive-activation,
IL12,be_IL12,be,IL12,,family,,,SOCS1,uniprot_O15524,uniprot,O15524,,protein,,,decreases,,,,,,,,,PMC6861185,SOCS1 negatively regulates signaling of IFNs and IL-12,negative-activation
IFNs,uaz_UAZ03976,uaz,UAZ03976,,protein,,,SOCS1,uniprot_O15524,uniprot,O15524,,protein,,,decreases,,,,,,,,,PMC6861185,SOCS1 negatively regulates signaling of IFNs,negative-activation
antigen,uaz_UA-BP-GGP-00007,uaz,UA-BP-GGP-00007,,protein,,,SOCS1,uniprot_O15524,uniprot,O15524,,protein,,,decreases,,,,,,,,,PMC6861185,"SOCS1 negatively regulates signaling of IFNs and IL-12 ( XREF_BIBR ,  XREF_BIBR ) and plays an important role in DC and T cells suppressing antigen",negative-activation
immunity,go_GO:0006955,go,GO:0006955,,bioprocess,,,SOCS1,uniprot_O15524,uniprot,O15524,,protein,,,decreases,,,,,,,,,PMC6861185,"SOCS1 negatively regulates signaling of IFNs and IL-12 ( XREF_BIBR ,  XREF_BIBR ) and plays an important role in DC and T cells suppressing antigen-presentation and antitumor immunity",negative-activation
STAT5,be_STAT5,be,STAT5,,family,,,SOCS2,uniprot_O14508,uniprot,O14508,,protein,,,increases,,,,,,,,,PMC6861185,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,Socs2deficiency,uaz_UAZ08081,uaz,UAZ08081,,protein,,,increases,,,,,,,,,PMC6861185,positive-activation,
gp130,uniprot_P40189,uniprot,P40189,,protein,,,SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,decreases,,,,,,,,,PMC6861185,SOCS3 inhibits gp130,negative-activation
IL27,uniprot_Q8NEV9,uniprot,Q8NEV9,,protein,,,SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,decreases,,,,,,,,,PMC6861185,"SOCS3 inhibits gp130 receptor/STAT3 signaling by direct inhibition and/or ubiquitin-mediated degradation of the receptors or their associated JAK kinases (downstream of IL-6, IL-11, IL-27",negative-activation
OSM,uniprot_P13725,uniprot,P13725,,protein,,,SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,decreases,,,,,,,,,PMC6861185,"SOCS3 inhibits gp130 receptor/STAT3 signaling by direct inhibition and/or ubiquitin-mediated degradation of the receptors or their associated JAK kinases (downstream of IL-6, IL-11, IL-27, OSM",negative-activation
JAK,uaz_UA-BP-GGP-00072,uaz,UA-BP-GGP-00072,,protein,,,SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,decreases,,,,,,,,,PMC6861185,SOCS3 inhibits gp130 receptor/STAT3 signaling by direct inhibition and/or ubiquitin-mediated degradation of the receptors or their associated JAK,negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,decreases,,,,,,,,,PMC6861185,SOCS3 inhibits gp130 receptor/STAT3,negative-activation
LIF,uniprot_P15018,uniprot,P15018,,protein,,,SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,decreases,,,,,,,,,PMC6861185,"SOCS3 inhibits gp130 receptor/STAT3 signaling by direct inhibition and/or ubiquitin-mediated degradation of the receptors or their associated JAK kinases (downstream of IL-6, IL-11, IL-27, OSM and LIF",negative-activation
ubiquitin,uniprot_P0CG47,uniprot,P0CG47,,protein,,,SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,decreases,,,,,,,,,PMC6861185,SOCS3 inhibits gp130 receptor/STAT3 signaling by direct inhibition and/or ubiquitin,negative-activation
IL6,uniprot_P05231,uniprot,P05231,,protein,,,SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,decreases,,,,,,,,,PMC6861185,SOCS3 inhibits gp130 receptor/STAT3 signaling by direct inhibition and/or ubiquitin-mediated degradation of the receptors or their associated JAK kinases (downstream of IL-6,negative-activation
gp130_receptor,uaz_UAZ08056,uaz,UAZ08056,,protein,,,SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,decreases,,,,,,,,,PMC6861185,SOCS3 inhibits gp130 receptor,negative-activation
IL11,uniprot_P20809,uniprot,P20809,,protein,,,SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,decreases,,,,,,,,,PMC6861185,"SOCS3 inhibits gp130 receptor/STAT3 signaling by direct inhibition and/or ubiquitin-mediated degradation of the receptors or their associated JAK kinases (downstream of IL-6, IL-11",negative-activation
STAT4,uniprot_Q14765,uniprot,Q14765,,protein,,,SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,decreases,,,,,,,,,PMC6861185,SOCS3 was also shown to negatively regulate IL-12-induced STAT4,negative-activation
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,CRISPR,uaz_UAZ00924,uaz,UAZ00924,,protein,,,decreases,,,,,,,,,PMC6861185,CRISPR/Cas9-mediated disruption of SOCS3 in human NK cells promotes proliferation,negative-activation
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,Cas9,uniprot_J3F2B0,uniprot,J3F2B0,,protein,,,decreases,,,,,,,,,PMC6861185,Cas9-mediated disruption of SOCS3 in human NK cells promotes proliferation,negative-activation
SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,Cas9,uniprot_J3F2B0,uniprot,J3F2B0,,protein,,,decreases,,,,,,,,,PMC6861185,Cas9-mediated disruption of SOCS3,negative-activation
SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,CRISPR,uaz_UAZ00924,uaz,UAZ00924,,protein,,,decreases,,,,,,,,,PMC6861185,CRISPR/Cas9-mediated disruption of SOCS3,negative-activation
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,decreases,,,,,,,,,PMC6861185,SOCS3 in human NK cells promotes proliferation,negative-activation
CD56,uaz_UAZ03730,uaz,UAZ03730,,protein,,,Ruxolitinib,pubchem_25126798,pubchem,25126798,,simple-chemical,,,decreases,,,,,,,,,PMC6861185,Ruxolitinib treatment significantly reduces disease burden in the context of CD56,negative-activation
EGFR,uniprot_P00533,uniprot,P00533,,protein,,,cetuximab,uaz_UAZ00056,uaz,UAZ00056,,protein,,,decreases,,,,,,,,,PMC3937194,cetuximab not only inhibits EGFR,negative-activation
SH2,pfam_PF00017,pfam,PF00017,,family,,,STAT,uniprot_P35610,uniprot,P35610,,protein,,,increases,,,,,,,,,PMC6895964,positive-activation,
IL22,uniprot_Q9GZX6,uniprot,Q9GZX6,,protein,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,,,,,,,,,PMC6895964,positive-activation,
IL17,uniprot_Q16552,uniprot,Q16552,,protein,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,,,,,,,,,PMC6895964,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,decreases,,,,,,,,,PMC6895964,SOCS3 (suppressor of cytokine signaling-3) which strongly inhibits hyperactivated STAT3,negative-activation
STAT5B,uniprot_P51692,uniprot,P51692,,protein,,,FLT3,uniprot_P36888,uniprot,P36888,,protein,,,increases,,,,,,,,,PMC6895964,positive-activation,
ERK,be_ERK,be,ERK,,family,,,EGFR,uniprot_P00533,uniprot,P00533,,protein,,,increases,,,,,,,,,PMC2853906,positive-activation,
Raf,be_RAF,be,RAF,,family,,,EGFR,uniprot_P00533,uniprot,P00533,,protein,,,increases,,,,,,,,,PMC2853906,positive-activation,
AKT,be_AKT,be,AKT,,family,,,EGFR,uniprot_P00533,uniprot,P00533,,protein,,,increases,,,,,,,,,PMC2853906,positive-activation,
PI3K,be_PI3K,be,PI3K,,protein,,,EGFR,uniprot_P00533,uniprot,P00533,,protein,,,increases,,,,,,,,,PMC2853906,positive-activation,
ERK,be_ERK,be,ERK,,family,,,AKT,be_AKT,be,AKT,,family,,,increases,,,,,,,,,PMC2853906,positive-activation,
Raf,be_RAF,be,RAF,,family,,,AKT,be_AKT,be,AKT,,family,,,increases,,,,,,,,,PMC2853906,positive-activation,
PI3K,be_PI3K,be,PI3K,,protein,,,ERK,be_ERK,be,ERK,,family,,,decreases,,,,,,,,,PMC2853906,ERK activity inhibits EGFR-dependent PI3K,negative-activation
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,retinoblastoma_protein,interpro_IPR028309,interpro,IPR028309,,family,,,increases,,,,,,,,,PMC2853906,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,DNA_damage,mesh_D004249,mesh,D004249,,bioprocess,,,increases,,,,,,,,,PMC3473366,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,DNA_damage,mesh_D004249,mesh,D004249,,bioprocess,,,increases,,,,,,,,,PMC3473366,positive-activation,
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,DDR,pfam_PF08841,pfam,PF08841,,family,,,increases,,,,,,,,,PMC3473366,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,p53,uniprot_P04637,uniprot,P04637,,protein,,,increases,,,,,,,,,PMC3473366,positive-activation,
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,p53,uniprot_P04637,uniprot,P04637,,protein,,,increases,,,,,,,,,PMC3473366,positive-activation,
p53,uniprot_P04637,uniprot,P04637,,protein,,,phosphatase,pfam_PF15698,pfam,PF15698,,family,,,increases,,,,,,,,,PMC3473366,positive-activation,
DNA_damage,mesh_D004249,mesh,D004249,,bioprocess,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,increases,,,,,,,,,PMC3473366,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,increases,,,,,,,,,PMC3473366,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,transcription,go_GO:0006351,go,GO:0006351,,bioprocess,,,decreases,,,,,,,,,PMC3473366,transcription factor NF-κB promotes apoptosis,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,decreases,,,,,,,,,PMC3473366,"cell cycle arrest can cause mitotic catastrophy, a form of cell death [ XREF_BIBR ], whereas blocking of the anti-apoptotic transcription factor NF-κB promotes apoptosis",negative-activation
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,ATM,uniprot_Q13315,uniprot,Q13315,,protein,,,decreases,,,,,,,,,PMC3473366,ATM blocked all pro-survival pathways (cell cycle,negative-activation
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,Chk1,uniprot_O14757,uniprot,O14757,,protein,,,decreases,,,,,,,,,PMC3473366,Chk1 inhibition was demonstrated to increase the cytotoxicity to topoisomerase I (TOPI) inhibitors by diminishing cell cycle,negative-activation
TOPI,uniprot_P39814,uniprot,P39814,,protein,,,Chk1,uniprot_O14757,uniprot,O14757,,protein,,,increases,,,,,,,,,PMC3473366,positive-activation,
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,p53,uniprot_P04637,uniprot,P04637,,protein,,,increases,,,,,,,,,PMC3473366,positive-activation,
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,Chk2,uniprot_O96017,uniprot,O96017,,protein,,,decreases,,,,,,,,,PMC3473366,Chk2 in our model blocked cell cycle,negative-activation
cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,Chk2,uniprot_O96017,uniprot,O96017,,protein,,,increases,,,,,,,,,PMC3473366,positive-activation,
p21,uniprot_P38936,uniprot,P38936,,protein,,,cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,increases,,,,,,,,,PMC3473366,positive-activation,
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,Cdc25C,uniprot_P30307,uniprot,P30307,,protein,,,increases,,,,,,,,,PMC3473366,positive-activation,
cell_survival,mesh_D002470,mesh,D002470,,bioprocess,,,doxorubicin,pubchem_40469134,pubchem,40469134,,simple-chemical,,,increases,,,,,,,,,PMC3473366,positive-activation,
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,TOPI_inhibitors,uaz_UAZ09615,uaz,UAZ09615,,simple-chemical,,,decreases,,,,,,,,,PMC3473366,TOPI inhibitors still induced cell cycle,negative-activation
cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,Chk2,uniprot_O96017,uniprot,O96017,,protein,,,decreases,,,,,,,,,PMC3473366,Chk2 inhibition potentiates cell death,negative-activation
Chk2,uniprot_O96017,uniprot,O96017,,protein,,,Wip1,uniprot_O15297,uniprot,O15297,,protein,,,decreases,,,,,,,,,PMC3473366,Wip1 in turn deactivates Chk2,negative-activation
Chk2,uniprot_O96017,uniprot,O96017,,protein,,,Wip1,uniprot_O15297,uniprot,O15297,,protein,,,decreases,,,,,,,,,PMC3473366,deactivation of Chk2 by Wip1,negative-activation
Chk2,uniprot_O96017,uniprot,O96017,,protein,,,ATM,uniprot_Q13315,uniprot,Q13315,,protein,,,decreases,,,,,,,,,PMC3473366,ATM-dependent deactivation of Chk2,negative-activation
Chk2,uniprot_O96017,uniprot,O96017,,protein,,,ATM,uniprot_Q13315,uniprot,Q13315,,protein,,,increases,,,,,,,,,PMC3473366,positive-activation,
NFKB,uaz_UAZ02852,uaz,UAZ02852,,protein,,,IKK,be_IKK_family,be,IKK_family,,family,,,increases,,,,,,,,,PMC3473366,positive-activation,
NFKB,uaz_UAZ02852,uaz,UAZ02852,,protein,,,IKK_complex,be_IKK_complex,be,IKK_complex,,protein,,,increases,,,,,,,,,PMC3473366,positive-activation,
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,ATR,uniprot_P20848,uniprot,P20848,,protein,,,increases,,,,,,,,,PMC3473366,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,ATR,uniprot_P20848,uniprot,P20848,,protein,,,increases,,,,,,,,,PMC3473366,positive-activation,
